Name,Phone_Number,Category,Sub_Categories,Website,Rating,Review_Number,Working_Hours,Media,Place_Google_ID,Longitude,Latitude,District,City,Pics_Number,Logo,Description,Description_AR,Zip,Price_Range,Verified,Amenities,Full_Address,Order_Link,Reservation_Link,Average_Bill,Status,HudHud_Media,Google_Link,Store_Front,Is_Landmark
Al khotamah mosque 1,,Mosque,Mosque,,,,1: Closed|2: Open 24 hours|3: Closed|4: Closed|5: Closed|6: Closed|7: Closed,[],ChIJLQ0QLQADLz4Rsx-NmJwIi8k,46.6736287,24.6939722,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|Riyadh|MMVF+HFJ, Al Khotama Path|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJLQ0QLQADLz4Rsx-NmJwIi8k,[],
Riyadh,,Mosque,Mosque,,,,,[],ChIJJaSpdQADLz4RffZkQy5ozmM,46.6755392,24.7069538,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12214|Riyadh|9033 King Fahd Rd, Tower 1|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJJaSpdQADLz4RffZkQy5ozmM,[],
مسجد مؤقت بجانبه مسجد قيد الإنشاء,,Mosque,Mosque,,,,,[],ChIJ1--0cQADLz4RbmOgamzQpM4,46.6845514,24.7011626,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|12241|Riyadh|RHOA6537، 2958 Sufyan Ibn Ayinah، 6537|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ1--0cQADLz4RbmOgamzQpM4,[],
الخليج للأنظمة - Gulf system,+966 59 301 7655,Office supply store,Office supply store,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 AM|6: Closed|7: Closed,[],ChIJ-zl2v1EDLz4RSbjaNNRNAb8,46.678668,24.6989461,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|12213|Riyadh|MMXH+HFF, King Fahd Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ-zl2v1EDLz4RSbjaNNRNAb8,[],
Aseel Tech Head Office,+966 9200 07395,Office equipment supplier,Office equipment supplier,,,,1: 8 AM–5:30 PM|2: 8 AM–5:30 PM|3: 8 AM–5:30 PM|4: 8 AM–5:30 PM|5: 8 AM–5:30 PM|6: Closed|7: 8 AM–5:30 PM,[],ChIJgWD5cV0DLz4RQyGemZd4XHI,46.68789,24.682111,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|12211|Riyadh|MMJQ+R5R, Wadi AlDawasir Street|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJgWD5cV0DLz4RQyGemZd4XHI,[],
بصريات الما الذهبية,+966 11 416 0401,Optician,Optician,,,,,[],ChIJp2E333IDLz4RDbiilQnbmVc,46.701845,24.6958517,Al Olaya,Riyadh,,,,,,,Claim this business,In-store shopping|Delivery,"SA|12221|Riyadh|MPW2+8PX, Prince Sultan Bin Abdulaziz Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJp2E333IDLz4RDbiilQnbmVc,[],
مول الموسى برج 2,,Shopping mall,Shopping mall,,,,,[],ChIJjZOxEX8DLz4RnN8RFj5vfwU,46.6894101,24.6865357,Al Olaya,Riyadh,,,,,12221.0,,Claim this business,,"SA|12221،|Riyadh|2616، العليا،، Al Mousa Center, Tower 3, 3rd Floor, Offie 335, 6613 Olaya Street|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJjZOxEX8DLz4RnN8RFj5vfwU,[],
مواقف موظفين مصرف الانماء,,Parking lot,Parking lot,,,,1: 6 AM–6 PM|2: 6 AM–6 PM|3: 6 AM–6 PM|4: 6 AM–6 PM|5: 6 AM–6 PM|6: Closed|7: Closed,[],ChIJOTPuNQADLz4Rhhoo58rTqiM,46.6742938,24.7090993,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|12214|Riyadh|2233 King Fahd Branch Rd، RHOA9339، 9339|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJOTPuNQADLz4Rhhoo58rTqiM,[],
صيدلية بصمة الادوية Basmit aladwia pharmacy olaya,,Pharmacy,Pharmacy,,,,,[],ChIJu-Q4FgAFLz4R0PJfAWGUK8w,46.6953659,24.674317,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12611|Riyadh|MMFW+P4H, Abdulmalik Ibn Marwan|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJu-Q4FgAFLz4R0PJfAWGUK8w,[],
متجر ادوية,,Pharmacy,Pharmacy,,,,,[],ChIJ_XhNRlwDLz4RZiEzMVY--QI,46.672916,24.6910906,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,SA|Riyadh|2945 طريق الأمير محمد بن عبدالعزيز، العليا، الرياض 12313 7817،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ_XhNRlwDLz4RZiEzMVY--QI,[],
مؤسسة نور الدار للاتصالات,,Mobile phone repair shop,Mobile phone repair shop,,,,,[],ChIJ08QxBQADLz4R1UZDt7vOz3c,46.6889551,24.680334,Al Olaya,Riyadh,,,,,12211.0,,Claim this business,,SA|12211|Riyadh|12211 King Fahd Branch Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ08QxBQADLz4R1UZDt7vOz3c,[],
ملعب مجمع الفهد,,Playground,Playground,,,,,[],ChIJn-9msBQDLz4RSt05yYjzSpk,46.6899181,24.6943456,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|12222|Riyadh|7589 احمد عبدالغفور عطار، RHOC2646، 2646|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJn-9msBQDLz4RSt05yYjzSpk,[],
ملاعب التنس في فندق الشيرتون,,Playground,Playground,,,,,[],ChIJba3u-RIDLz4R_pTiV_fQwFM,46.6806472,24.695087,Al Olaya,Riyadh,,,,,12212.0,,Claim this business,,SA|Riyadh|MMWJ+27J|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJba3u-RIDLz4R_pTiV_fQwFM,[],
نجوم الخليج -Gulf Stars,,Professional organizer,Professional organizer,,,,,[],ChIJVTV-Q5QDLz4RFyyDTFkJC7k,46.6890997,24.6868946,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|12221|Riyadh|RHOA6749، 2551 شارع 28، 6749|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJVTV-Q5QDLz4RFyyDTFkJC7k,[],
Bus stop 118 olaya,,Public bathroom,Public bathroom,,,,,[],ChIJ6xtEYgADLz4RDj7q_-CTlZo,46.6901469,24.6832924,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12211|OlayaRiyadh|MMMR+836, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ6xtEYgADLz4RDj7q_-CTlZo,[],
SAMAYA SUITES,+966 9200 09268,Serviced apartment,Serviced apartment,,,,,[],ChIJ9R-5KtICLz4RursCMRFf7Nw,46.675297,24.713552,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|11111|Riyadh|PM7G+C4F، مراكش، AL QUDS DISTRICT|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ9R-5KtICLz4RursCMRFf7Nw,[],
مطبعة دنيا الرياض,,Shopping mall,Shopping mall,,,,,[],ChIJj0irRLwDLz4RgX4lOXF3ZvU,46.6806472,24.695087,Al Olaya,Riyadh,,,,,12212.0,,Claim this business,,SA|Riyadh|MMWJ+27J|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJj0irRLwDLz4RgX4lOXF3ZvU,[],
SDS Company,+966 56 915 5530,Software company,Software company,http://sds.sa/,,,,[],ChIJ-xWnLZgDLz4RH-HV3VQgHIQ,46.6806472,24.695087,Al Olaya,Riyadh,,,,,12212.0,,Claim this business,,SA|Riyadh|MMWJ+27J|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ-xWnLZgDLz4RH-HV3VQgHIQ,[],
Dana Tours,,Travel agency,Travel agency,,,,,[],ChIJR_reNQADLz4Ru4Gw4twYrhQ,46.6865909,24.6871418,Al Olaya,Riyadh,,,,,12211.0,,Claim this business,,"SA|12211|Riyadh|12211 No. 28, 3502 Olaya Street|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJR_reNQADLz4Ru4Gw4twYrhQ,[],
Sun Set Riyadh,,Tourist attraction,Tourist attraction,,,,1: 5–5:30 PM|2: 5–5:45 PM|3: 5–5:45 PM|4: 5–5:45 PM|5: 5–5:45 PM|6: 5–5:45 PM|7: 5–5:45 PM,[],ChIJTSFQSwADLz4R8IjWteBBcyk,46.686256,24.69729,Al Olaya,Riyadh,,,,,12222.0,,Claim this business,,SA|12222|Riyadh|2239 Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJTSFQSwADLz4R8IjWteBBcyk,[],
جسر مشاة معلق - طريق الملك فهد,,Transportation service,Transportation service,,,,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJDXRzNgADLz4RLGpR81-lLmA,46.6780161,24.7000729,Al Olaya,Riyadh,,,,,12213.0,,Claim this business,,SA|Riyadh|PM2H+26|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJDXRzNgADLz4RLGpR81-lLmA,[],
الرياض,+966 58 282 5897,Travel agency,Travel agency,,,,1: 9 AM–9 PM|2: 9 AM–9 PM|3: 9 AM–9 PM|4: 9 AM–9 PM|5: 9 AM–9 PM|6: 4–10 PM|7: 9 AM–9 PM,[],ChIJqwXWo6EdLz4RkrwxsoqynRA,46.6678737,24.7003472,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|Riyadh|PM29+44Q، شارع التخصصي، العليا،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJqwXWo6EdLz4RkrwxsoqynRA,[],
vehicle priodic inspection centre Al jubail,,Government office,Government office,,,,,[],ChIJ8RJANqsDLz4RdOhtPTXAMqw,46.6753,24.7136,Al Olaya,Riyadh,,,,,12251.0,,Claim this business,,SA|12251|Riyadh|PM7G+C4M|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ8RJANqsDLz4RdOhtPTXAMqw,[],
Vetrinary doctor,+966 50 964 9130,Poultry farm,Poultry farm,,,,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Closed|7: Open 24 hours,[],ChIJyfzeUDQDLz4Rn7EubIEL1as,46.686229,24.6876307,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-PD4swsbmZhs/AAAAAAAAAAI/AAAAAAAAAAA/n6VgH0feSzY/s44-p-k-no-ns-nd/photo.jpg,,,12211.0,,Claimed business,,SA|12211|Riyadh|shaqra square|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJyfzeUDQDLz4Rn7EubIEL1as,[],
architect,+966 53 727 1130,Architect,Architect,,,,,[],ChIJ6ZqQgywDLz4R7Ja-iSWo7Gk,46.6806472,24.695087,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-77lbLNxHDcg/AAAAAAAAAAI/AAAAAAAAAAA/gcVKqXe4rMY/s44-p-k-no-ns-nd/photo.jpg,,,12212.0,,Claimed business,,SA|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ6ZqQgywDLz4R7Ja-iSWo7Gk,[],
Synergy art Hub,+966 55 030 1103,Furniture maker,Furniture maker,,,,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: 9 AM–6 PM,[],ChIJTcj0wUDjLj4RGaHIPhHmpJU,46.6896358,24.6856306,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-rtLljcHxC9g/AAAAAAAAAAI/AAAAAAAAAAA/xRudjszdLas/s44-p-k-no-ns-nd/photo.jpg,,,12221.0,,Claimed business,,SA|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJTcj0wUDjLj4RGaHIPhHmpJU,[],
BELLA,+966 50 461 8652,Dermatologist,Dermatologist,,,,1: 2–10 PM|2: 2–10 PM|3: Open 24 hours|4: 2–10 PM|5: 2–10 PM|6: Closed|7: 2–10 PM,[],ChIJ_ztpNX0dLz4RiVTLuyAlSHY,46.6693269,24.7054062,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/--84hm6u9dJo/AAAAAAAAAAI/AAAAAAAAAAA/25cXZAAhA-k/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12333|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ_ztpNX0dLz4RiVTLuyAlSHY,[],
Ahmed Alhumayn Law Firm,+966 54 833 8005,General practice attorney,General practice attorney,,,,1: 9:30 AM–5:30 PM|2: 9:30 AM–5:30 PM|3: 9:30 AM–5:30 PM|4: 9:30 AM–5:30 PM|5: 9:30 AM–5:30 PM|6: Closed|7: Closed,[],ChIJSzlW0u3lLj4RXXP4Dkpv2f0,46.6811002,24.7026648,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/--9dJxk40hvE/AAAAAAAAAAI/AAAAAAAAAAA/7aPg04iljh4/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,,Claimed business,,SA|12241|Riyadh|Al Bir|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJSzlW0u3lLj4RXXP4Dkpv2f0,[],
TFC,+966 54 910 9808,Food processing company,Food processing company,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJLXJukSUDLz4R1O2OrOfks8c,46.6806472,24.695087,Al Olaya,Riyadh,,https://lh4.googleusercontent.com/-XxX5Gnu29DA/AAAAAAAAAAI/AAAAAAAAAAA/-3Kx5ndvV7M/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJLXJukSUDLz4R1O2OrOfks8c,[],
MY own,+966 55 216 2634,Market,Market,,,,1: 8 AM–8 PM|2: 8 AM–8 PM|3: 8 AM–8 PM|4: 8 AM–8 PM|5: 8 AM–8 PM|6: 11 AM–8 PM|7: 8 AM–8 PM,[],ChIJrVwrpvwDLz4RW8NOqlrGjxM,46.6844178,24.692344,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/-zSiLy6gKPhk/AAAAAAAAAAI/AAAAAAAAAAA/l-hV7oaAVHQ/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12212|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJrVwrpvwDLz4RW8NOqlrGjxM,[],
aDawliah Showroom,+966 11 459 7855,Music store,Music store,https://adawliahshop.com/en,,,1: 9 AM–10:30 PM|2: 9 AM–10:30 PM|3: 9 AM–10:30 PM|4: 9 AM–10:30 PM|5: 9 AM–10:30 PM|6: 4:30–10:30 PM|7: 9 AM–10:30 PM,[],ChIJb5Nlka4DLz4RoAtalAcuuH0,46.6910413,24.6990129,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-uQl4zO6RueQ/AAAAAAAAAAI/AAAAAAAAAAA/WLOrGdMyY_o/s44-p-k-no-ns-nd/photo.jpg,,,12222.0,,Claimed business,Delivery,SA|12222|Riyadh|Riyadh road Prince Mohammad Bin Abdulaziz 2803|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJb5Nlka4DLz4RoAtalAcuuH0,[],
aDawliah Showroom,+966 11 459 7855,Music store,Music store,https://adawliahshop.com/en,,,"1: 12–4 PM, 8 PM–12 AM|2: 12–4 PM, 8 PM–12 AM|3: 12–4 PM, 8 PM–12 AM|4: 12–4 PM, 8 PM–12 AM|5: 12–4 PM, 8 PM–12 AM|6: 12–4 PM, 8 PM–12 AM|7: 12–4 PM, 8 PM–12 AM",[],ChIJ_ZGh8XQDLz4RnAGBUKlZF1U,46.680045,24.704655,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-hXts_VCTEHg/AAAAAAAAAAI/AAAAAAAAAAA/r2tVZgEGiQo/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,"SA|12244|Riyadh|Ground Floor, Musa Ibn Nusair St, Akariya Mall|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ_ZGh8XQDLz4RnAGBUKlZF1U,[],
Tfarod company,+966 50 750 7983,Trading card store,Trading card store,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJIQXpfpUDLz4RFyCeTsVuAjw,46.6744571,24.7054911,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/-j_YiorSwgtY/AAAAAAAAAAI/AAAAAAAAAAA/jmmSHAUdSGk/s44-p-k-no-ns-nd/photo.jpg,,,12333.0,,Claimed business,In-store shopping|Delivery,"SA|12333|Riyadh|office 201, olaya area-king fahad road-leaders towers|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJIQXpfpUDLz4RFyCeTsVuAjw,[],
RBussiness,+966 56 785 2468,Transportation service,Transportation service,,,,1: 10–10:30 AM|2: 7 AM–11 PM|3: 6:30 AM–12 AM|4: 7:30 AM–1 AM|5: 8:30 AM–1:30 AM|6: 5 AM–12 AM|7: Open 24 hours,[],ChIJV39PH_wDLz4R3_NptDMwm68,46.6897559,24.6802998,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-qnVZH0LQAp0/AAAAAAAAAAI/AAAAAAAAAAA/ghp2why1mHY/s44-p-k-no-ns-nd/photo.jpg,,,12211.0,,Claimed business,,SA|12211|Riyadh|Al badiha sumeshi|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJV39PH_wDLz4R3_NptDMwm68,[],
iProspect,+966 11 217 6110,Marketing agency,Marketing agency,,,,1: Closed|2: 8:30 AM–5:30 PM|3: 8:30 AM–5:30 PM|4: 8:30 AM–5:30 PM|5: 8:30 AM–5:30 PM|6: 8:30 AM–5:30 PM|7: Closed,[],ChIJQc48IhcDLz4RJ1cG43fo9Sk,46.6917111,24.6990391,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-oGNu2jRoiMM/AAAAAAAAAAI/AAAAAAAAAAA/j34xxQPBE1g/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|3878 Prince Muhammad Bin Abdulaziz Rd, Office 33|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJQc48IhcDLz4RJ1cG43fo9Sk,[],
حاتم حمدان الأحمدي محاسبون ومراجعون قانونيون,+966 11 231 9133,Accounting firm,Accounting firm,https://h-cpas.com/,,,1: 9 AM–5 AM|2: 9 AM–5 AM|3: 9 AM–5 AM|4: 9 AM–5 AM|5: 9 AM–5 AM|6: Closed|7: Closed,[],ChIJAdMMYgoDLz4RQ5Rsz4cs3KM,46.6798971,24.7035039,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-yZLjXGq07VU/AAAAAAAAAAI/AAAAAAAAAAA/RndKiKEEqTw/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,,Claimed business,,SA|12241|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJAdMMYgoDLz4RQ5Rsz4cs3KM,[],
HFW Law Firm,+966 11 297 8030,Law firm,Law firm,https://www.hfw.com/,,,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,[],ChIJIZf6Vqrj40MRW2eSkCJIO18,46.6827404,24.6965092,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-s9t5pxig9qA/AAAAAAAAAAI/AAAAAAAAAAA/cUDkkNiJGdU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12213|Riyadh|3074 Prince Mohammed Bin Abdulaziz Road Level 29, Tower B, Olaya Towers|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJIZf6Vqrj40MRW2eSkCJIO18,[],
Kayan Medical Network Est,+966 11 297 8162,Medical supply store,Medical supply store,http://kmnsa.com/,,,1: 8 AM–6:30 PM|2: 8 AM–6:30 PM|3: 8 AM–6:30 PM|4: 8 AM–6:30 PM|5: 8 AM–6:30 PM|6: Closed|7: Closed,[],ChIJt8-ppocDLz4RMRJwGtLpWUQ,46.6820784,24.6969424,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-P85vHZwMFeY/AAAAAAAAAAI/AAAAAAAAAAA/WUDS-o2BXsU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,"SA|12213|Riyadh|أبراج العليا، Olaya St, Olaya Towers Tower|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJt8-ppocDLz4RMRJwGtLpWUQ,[],
Integrated Ideas doors & gates solution,+966 11 297 8233,Office supply wholesaler,Office supply wholesaler,http://www.balkhair.com/,,,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,[],ChIJPTxapnoDLz4R4W4exLR0kQM,46.6822362,24.6968489,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-_qHOpw8aC5s/AAAAAAAAAAI/AAAAAAAAAAA/Y9bvAbjvqKU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12213|Riyadh|أبراج العليا،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJPTxapnoDLz4R4W4exLR0kQM,[],
TSSC Saudi Trading Co.,+966 11 411 1006,Kitchen supply store,Kitchen supply store,http://www.tsscdubai.com/,,,1: 9 AM–3 PM|2: 9 AM–3 PM|3: 9 AM–3 PM|4: 9 AM–3 PM|5: 9 AM–3 PM|6: Closed|7: Closed,[],ChIJY2ZQX_QdLz4RC-M-sO8hEcA,46.6938334,24.6781004,Al Olaya,Riyadh,,https://lh4.googleusercontent.com/-hjq_ufKCg54/AAAAAAAAAAI/AAAAAAAAAAA/mD-oED5tohM/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,"SA|12611|Riyadh|Al Babtain Complex 7th Floor, Office 701 9073 Olaya, Al Arfaj Street Olaya Dist 2481|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJY2ZQX_QdLz4RC-M-sO8hEcA,[],
Al Haswb Information Technology est.,+966 11 461 6081,Corporate office,Corporate office,,,,"1: 10 AM–1 PM, 5–9 PM|2: 10 AM–1 PM, 5–9 PM|3: 10 AM–1 PM, 5–9 PM|4: 10 AM–1 PM, 5–9 PM|5: 10 AM–1 PM, 5–9 PM|6: Closed|7: Closed",[],ChIJAQBAZTkDLz4Rh4vrxyGNblI,46.6833335,24.694408,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-FRuQymTuKw8/AAAAAAAAAAI/AAAAAAAAAAA/tbLI8Vc-6Ks/s44-p-k-no-ns-nd/photo.jpg,,,12212.0,,Claimed business,,"SA|12212|Riyadh|Office #607, Tower B, Al Hweshel Center, Al Olaya|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJAQBAZTkDLz4Rh4vrxyGNblI,[],
BMG Financial Group,+966 11 462 6061,Financial institution,Financial institution,http://www.bmg.com.sa/,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJ95QLZ8MFLz4RS47VJHj8rCA,46.6794346,24.7035187,Al Olaya,Riyadh,,https://lh6.googleusercontent.com/-VJGct1AF8lE/AAAAAAAAAAI/AAAAAAAAAAA/a_i6ou96fkc/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|AlNemer Center 1, 3rd floor, Mousa Bin Nusair Street, Olya District|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ95QLZ8MFLz4RS47VJHj8rCA,[],
Restech Company,+966 11 465 3484,Laboratory equipment supplier,Laboratory equipment supplier,http://www.restech.com.sa/,,,1: 8 AM–6 PM|2: 8 AM–6 PM|3: 8 AM–6 PM|4: 8 AM–6 PM|5: 8 AM–6 PM|6: Closed|7: Closed,[],ChIJIaNRR6jjLj4RIjMkIk53SdU,46.6875153,24.6829117,Al Olaya,Riyadh,,https://lh4.googleusercontent.com/-XO-fk7IztF4/AAAAAAAAAAI/AAAAAAAAAAA/OftU63h-RiM/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|Olaya St, 16th|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJIaNRR6jjLj4RIjMkIk53SdU,[],
ARCHITECT’S HOUSE شركة دار المعماريون للمقاولات,+966 11 473 8798,Construction company,Construction company,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJbyN5xU4DLz4RGYWRgKPRFic,46.6767059,24.6828779,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/-42QOEUAo-jY/AAAAAAAAAAI/AAAAAAAAAAA/JA9dHGS0n98/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12311|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJbyN5xU4DLz4RGYWRgKPRFic,[],
US Saudi Business Council,+966 11 476 2697,International trade consultant,International trade consultant|Non-profit organization,https://ussaudi.org/,,,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–3 PM|6: Closed|7: Closed,[],ChIJkye03vcDLz4RYGUXtwnQ7OQ,46.6824589,24.6972426,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/--nIX2Kjsrss/AAAAAAAAAAI/AAAAAAAAAAA/vXFRPsWkVrs/s44-p-k-no-ns-nd/photo.jpg,,,12213.0,,Claimed business,,"SA|12213|Riyadh|Office #1, 3074 Prince Muhammad Bin Abdulaziz Rd, Al Olaya Olaya Towers, Tower B, Floor 18|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJkye03vcDLz4RYGUXtwnQ7OQ,[],
Octaware Technologies Saudi Arabia,+966 11 486 8325,Software company,Software company,http://www.octaware.com/,,,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,[],ChIJUZ20294DLz4R4br833OGe5M,46.679388,24.7072862,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/-bJ-SdD0XMgY/AAAAAAAAAAI/AAAAAAAAAAA/Q19w-jvMnzE/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|11622|Riyadh|6, Olaya Main Street Akaria Plaza, Gate 'D', Level|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJUZ20294DLz4R4br833OGe5M,[],
